"ID","model_dir","question","correct_answer","model_output"
"1117","checkpoint-1000","what does this image show?","kidney","kidney"
"1118","checkpoint-1000","is section from margin of amoebic ulcer largely extending into soft tissues including the skeletal muscle?","no","yes"
"1119","checkpoint-1000","does this image show wrights?","yes","yes"
"1120","checkpoint-1000","does heart show brain, herpes encephalitis, perivascular cuffing?","no","no"
"1121","checkpoint-1000","is metastatic carcinoma lung present?","yes","yes"
"1122","checkpoint-1000","is liver present?","yes","yes"
"1123","checkpoint-1000","is very good example present?","no","no"
"1124","checkpoint-1000","is ulcerative lesion present?","no","yes"
"1125","checkpoint-1000","what are multiple nerve fascicles expanded by?","infiltrating tumor cells","myxoid degeneration"
"1126","checkpoint-1000","what does this image show?","saphenous vein graft sclerosis","adenocarcinoma"
"1127","checkpoint-1000","is the centre moderate microcytosis and hypochromia?","no","no"
"1128","checkpoint-1000","does this image show gout?","yes","yes"
"1129","checkpoint-1000","is capillary present?","no","no"
"1130","checkpoint-1000","does lateral view show abdominal aorta, atherosclerosis and fusiform aneurysm?","no","yes"
"1131","checkpoint-1000","is amyloidosis present?","no","no"
"1132","checkpoint-1000","does this image show close-up of foramen magnum stenosis due to subluxation of atlas vertebra case 31?","yes","yes"
"1133","checkpoint-1000","why does this image show spinal cord injury?","due to vertebral column trauma","due to trauma"
"1134","checkpoint-1000","what is present?","malignant lymphoma","lymphoma"
"1135","checkpoint-1000","is nervous present?","yes","yes"
"1136","checkpoint-1000","what is present?","cardiovascular","esophagus"
"1137","checkpoint-1000","are view looking down on heads present?","no","yes"
"1138","checkpoint-1000","does this image show close-up view of gangrene?","yes","yes"
"1139","checkpoint-1000","is cardiovascular present?","no","no"
"1140","checkpoint-1000","is endometritis present?","no","no"
"1141","checkpoint-1000","what is present?","brain","amyloidosis"
"1142","checkpoint-1000","are three tubular adenomas present in this single microscopic field?","yes","yes"
"1143","checkpoint-1000","what is present?","meningioma","brain"
"1144","checkpoint-1000","is natural color present?","no","yes"
"1145","checkpoint-1000","how does this image show body?","with extensive ecchymoses and desquamation","with extensive hemorrhage"
"1146","checkpoint-1000","is silver present?","no","no"
"1147","checkpoint-1000","what is present?","nervous","brain"
"1148","checkpoint-1000","is peritoneum present?","yes","yes"
"1149","checkpoint-1000","does this image show renal papillary necrosis, diabetes mellitus dm?","yes","yes"
"1150","checkpoint-1000","are extremities present?","extremities","yes"
"1151","checkpoint-1000","what is present?","varices","lung"
"1152","checkpoint-1000","what are also present in the red cells of this asplenic patient?","howell-jolly bodies (small nuclear remnants)","spherocytes"
"1153","checkpoint-1000","is there large excess of mature and small differentiated lymphocytes?","yes","yes"
"1154","checkpoint-1000","what indicated?","source","scleroderma"
"1155","checkpoint-1000","what is present?","hepatobiliary","liver"
"1156","checkpoint-1000","what is present?","fracture","brain"
"1157","checkpoint-1000","is nervous present?","yes","yes"
"1158","checkpoint-1000","is this a case of prostatic carcinoma?","yes","yes"
"1159","checkpoint-1000","does this image show esophogus, varices due to portal hypertension from cirrhosis, hcv?","yes","yes"
"1160","checkpoint-1000","does this image show close-up looks like ivory vertebra of breast carcinoma?","yes","yes"
"1161","checkpoint-1000","what is present?","nervous","brain"
"1162","checkpoint-1000","is liver present?","yes","yes"
"1163","checkpoint-1000","what does this image show?","liver","liver"
"1164","checkpoint-1000","did ml not mention?","no","heart"
"1165","checkpoint-1000","what is present?","spleen","brain"
"1166","checkpoint-1000","is nipple duplication present?","no","yes"
"1167","checkpoint-1000","is this good yellow color slide present?","no","yes"
"1168","checkpoint-1000","what is present?","oral","lymphoma"
"1169","checkpoint-1000","a , typhoid ulcers in the small intestine appear characteristically oval with whose long axis parallel to the long axis of the bowel?","their","a, typhoid ulcers"
"1170","checkpoint-1000","is respiratory present?","yes","yes"
"1171","checkpoint-1000","does this image show hilar lymph nodes, nodular sclerosing hodgkins disease?","yes","yes"
"1172","checkpoint-1000","what does this image show?","continuous type","bone marrow"
"1173","checkpoint-1000","what is present?","siamese twins","conjoined twins - umbilicated"
"1174","checkpoint-1000","does pituitary show moderate acute rejection?","no","no"
"1175","checkpoint-1000","does aldehyde fuscin show thrombosed esophageal varices?","no","no"
"1176","checkpoint-1000","what is present?","abdomen","spleen"
"1177","checkpoint-1000","what is present?","metastatic carcinoma breast","kidney"
"1178","checkpoint-1000","does this image show autoimmune hepatitis?","yes","yes"
"1179","checkpoint-1000","what is present?","cardiovascular","brain"
"1180","checkpoint-1000","what is present?","hand","hand"
"1181","checkpoint-1000","what does this image show?","pyogenic granuloma","hepatobiliary"
"1182","checkpoint-1000","what is present?","hemangioma","oral"
"1183","checkpoint-1000","is gangrene toe in infant present?","no","no"
"1184","checkpoint-1000","what is present?","spleen","lymphoma"
"1185","checkpoint-1000","does this image show pyogenic granuloma?","yes","yes"
"1186","checkpoint-1000","where is this from?","gastrointestinal system","gastrointestinal system"
"1187","checkpoint-1000","what was diagnosis cell sarcoma?","reticulum","primary"
"1188","checkpoint-1000","is one marrow trephine biopsy in aplastic anaemia heavier?","no","yes"
"1189","checkpoint-1000","how is excellent multiple lesions sigmoid colon adenocarcinoma 6mo post colon resection with multiple complications?","papillary","with excellent"
"1190","checkpoint-1000","what is present?","respiratory","brain"
"1191","checkpoint-1000","what is present?","hematologic","heart"
"1192","checkpoint-1000","what is present?","gastrointestinal","vasculature"
"1193","checkpoint-1000","is the histologic appearance in active takayasu aortitis illustrating destruction and fibrosis of the arterial media associated with mononuclear infiltrates and giant cells?","yes","yes"
"1194","checkpoint-1000","what does this image show?","lung","lung"
"1195","checkpoint-1000","what is present?","gastrointestinal","oral"
"1196","checkpoint-1000","what is present?","siamese twins","teeth"
"1197","checkpoint-1000","does this image show outstanding example of granuloma with langhans giant cell?","yes","yes"
"1198","checkpoint-1000","is siamese twins present?","no","no"
"1199","checkpoint-1000","what is present?","bone, calvarium","heart"
"1200","checkpoint-1000","is kidney present?","yes","yes"
"1201","checkpoint-1000","is liver present?","yes","yes"
"1202","checkpoint-1000","is an intimal tear seen in the arch?","yes","yes"
"1203","checkpoint-1000","what does this image show?","cut surface granulomas faint but there","brain"
"1204","checkpoint-1000","is macerated stillborn present?","no","no"
"1205","checkpoint-1000","does this image show neural tube defect, meningomyelocele?","yes","yes"
"1206","checkpoint-1000","what is present?","cardiovascular","angiogram"
"1207","checkpoint-1000","is gastrointestinal present?","yes","yes"
"1208","checkpoint-1000","what is present?","endocrine","pituitary"
"1209","checkpoint-1000","what does this image show?","x-ray chest showing mediastinal widening and fuzzy border","chest x-ray"
"1210","checkpoint-1000","where is this?","skin","female reproductive system"
"1211","checkpoint-1000","what is present?","oral","oral"
"1212","checkpoint-1000","what is present?","micrognathia triploid fetus","conjoined twins - cephalothoracopagus conjoined at the head"
"1213","checkpoint-1000","what does this image show?","normal appendix","spleen"
"1214","checkpoint-1000","is stored iron mobilised in response to increased demand and used for haemoglobin synthesis, thus completing the cycle m = males ; f = females?","yes","yes"
"1215","checkpoint-1000","is angiogram saphenous vein bypass graft present?","yes","no"
"1216","checkpoint-1000","does this image show kidney, adult polycystic kidney?","yes","yes"
"1217","checkpoint-1000","does embryo-fetus show pancreas, hemochromatosis?","no","yes"
"1218","checkpoint-1000","does this image show cystic fibrosis?","yes","yes"
"1219","checkpoint-1000","is vasculature present?","yes","no"
"1220","checkpoint-1000","is infarct present?","yes","yes"
"1221","checkpoint-1000","is oral present?","yes","yes"
"1222","checkpoint-1000","what is present?","joints","scurvy"
"1223","checkpoint-1000","what does this image show?","esophogus","colon, adenocarcinoma"
"1224","checkpoint-1000","is subcapsular hematoma present?","yes","yes"
"1225","checkpoint-1000","what is present?","oral","lung"
"1226","checkpoint-1000","what is present?","endocrine","brain"
"1227","checkpoint-1000","what is large organizing subdural hematoma attached to?","the dura","brain"
"1228","checkpoint-1000","is oral present?","yes","yes"
"1229","checkpoint-1000","are extremities present?","yes","yes"
"1230","checkpoint-1000","are renal tubules and glomeruli arranged as lobules with peripheral basaloid cells and pale cells in the centre?","no","yes"
"1231","checkpoint-1000","where is this?","oral","oral"
"1232","checkpoint-1000","is focal hemorrhagic infarction well shown present?","no","yes"
"1233","checkpoint-1000","does the margin of infracted area show haemorrhage?","yes","no"
"1234","checkpoint-1000","does conjoined twins show thyroid, hashimoto 's?","no","no"
"1235","checkpoint-1000","what is present?","hepatobiliary","lymphoma"
"1236","checkpoint-1000","is so-called median bar present?","no","no"
"1237","checkpoint-1000","what is due to enzyme leakage after cell death?","the absence of staining","hemorrhage"
"1238","checkpoint-1000","what do focal hemorrhages?","not know history","show large, well-defined"
"1239","checkpoint-1000","what is present?","metastatic carcinoma lung","spleen"
"1240","checkpoint-1000","what does this image show?","outstanding example of a tubercular granuloma same as in slide seen at low classical granuloma with langhans giant cell","tuberculosis"
"1241","checkpoint-1000","is plasma cell present?","no","yes"
"1242","checkpoint-1000","is spleen present?","yes","yes"
