ID,question,correct_answer,model_output
1761,does female reproductive show normal breast?,no,no
1762,what is present?,female reproductive,gastrointestinal
1763,is female reproductive present?,yes,yes
1764,is abdomen present?,no,no
1765,where is this from?,female reproductive system,gastrointestinal system
1766,what is present?,female reproductive,gastrointestinal
1767,what does this image show?,normal breast,lung
1768,does this image show normal breast?,yes,yes
1769,"does pas-d, periodic acid-schiff stain after diastase digestion?",yes,yes
1770,does yellow color show normal breast?,no,no
1771,what is present?,female reproductive,vasculature
1772,is female reproductive present?,yes,yes
1773,is endocrine present?,no,yes
1774,where is this from?,female reproductive system,gastrointestinal system
1775,what is present?,female reproductive,vasculature
1776,what does this image show?,uterus,kidney glomerulus
1777,"does this image show uterus, leiomyoma?",yes,yes
1778,"does hematoma show uterus, leiomyoma?",no,no
1779,what is present?,female reproductive,kidney
1780,what is typical of antibodies against nucleolar proteins?,a nucleolar pattern,immunofluorescence
1781,does a crypt abscess stain after diastase digestion?,no,yes
1782,is female reproductive present?,yes,no
1783,is inflamed exocervix present?,no,no
1784,where is this from?,female reproductive system,vasculature
1785,what is present?,female reproductive,kidney
1786,what does this image show?,uterus,heart
1787,"does this image show uterus, leiomyoma?",yes,yes
1788,"does leiomyoma show uterus, leiomyoma?",no,yes
1789,what is present?,female reproductive,muscle
1790,is female reproductive present?,yes,yes
1791,is chromophobe adenoma present?,no,yes
1792,"when does pas-d , periodic acid-schiff stain?",after diastase digestion,after diastase digestion
1793,where is this from?,female reproductive system,vasculature
1794,what is present?,female reproductive,muscle
1795,what does this image show?,normal uterus,heart
1796,does this image show normal uterus?,yes,yes
1797,does this show normal uterus?,no,yes
1798,what stain?,alpha smooth muscle actin immunohistochemical,gastrointestinal
1799,do alpha smooth muscle actin immunohistochemical stain?,yes,yes
1800,do fibroma stain?,no,yes
1801,what is present?,female reproductive,gastrointestinal
1802,is female reproductive present?,yes,yes
1803,what shows scattered apoptotic hepatocytes and a patchy inflammatory infiltrate?,the biopsy from a patient with lobular hepatitis due chronic hepatitis c,liver
1804,is chronic ischemia present?,no,no
1805,where is this from?,female reproductive system,gastrointestinal system
1806,what stain?,"normal uterus, alpha smooth muscle actin immunohistochemical",gastrointestinal
1807,what is present?,female reproductive,gastrointestinal
1808,what does this image show?,leiomyoma,colon
1809,does this image show leiomyoma?,yes,yes
1810,does heel ulcer show leiomyoma?,no,no
1811,what stain?,alpha smooth muscle actin immunohistochemical,acidophilic
1812,do alpha smooth muscle actin immunohistochemical stain?,yes,yes
1813,do no tissue recognizable as ovary stain?,no,yes
1814,what does this biopsy from a patient with lobular hepatitis due to chronic hepatitis c show?,scattered apoptotic hepatocytes and a patchy inflammatory infiltrate,hepatocellular steatosis
1815,what is present?,female reproductive,gastrointestinal
1816,is female reproductive present?,yes,yes
1817,is serous cyst present?,no,yes
1818,where is this from?,female reproductive system,gastrointestinal system
1819,what stain?,"leiomyoma, alpha smooth muscle actin immunohistochemical",acidophilic
1820,what is present?,female reproductive,gastrointestinal
1821,what does this image show?,uterus,heart
1822,"does this image show uterus, leiomyomas?",yes,yes
1823,"does band constriction in skin above ankle of infant show uterus, leiomyomas?",no,no
1824,what is present?,female reproductive,muscle
1825,does this biopsy from a patient with lobular hepatitis due to chronic hepatitis c show scattered apoptotic hepatocytes and a patchy inflammatory infiltrate?,yes,yes
1826,is female reproductive present?,yes,yes
1827,is source present?,no,no
1828,where is this from?,female reproductive system,vasculature
1829,what is present?,female reproductive,muscle
1830,what does this image show?,uterus,adenocarcinoma
1831,"does this image show uterus, leiomyomas?",yes,yes
1832,"does atheromatous embolus show uterus, leiomyomas?",no,no
1833,what is present?,female reproductive,gastrointestinal
1834,is female reproductive present?,yes,yes
1835,is spina bifida present?,no,no
1836,does acute rheumatic mitral valvulitis show scattered apoptotic hepatocytes and a patchy inflammatory infiltrate double?,no,no
1837,where is this from?,female reproductive system,gastrointestinal system
1838,what is present?,female reproductive,gastrointestinal
1839,what does this image show?,leiomyoma,thyroid
1840,"does this image show leiomyoma, trichrome?",yes,yes
1841,"does eosinophilic adenoma show leiomyoma, trichrome?",no,no
1842,what is present?,female reproductive,endocrine
1843,is female reproductive present?,yes,yes
1844,is cranial artery present?,no,no
1845,where is this from?,female reproductive system,female reproductive system
1846,what is present?,female reproductive,endocrine
1847,what is caused by acetaminophen overdose?,hepatocellular necrosis,acute tubular necrosis
1848,what does this image show?,nice view of tumor primarily stromal element,vasculature
1849,does this image show nice view of tumor primarily stromal element?,yes,yes
1850,does peritoneal fluid show nice view of tumor primarily stromal element?,no,no
1851,what is present?,female reproductive,vasculature
1852,is female reproductive present?,yes,yes
1853,is simian crease present?,no,no
1854,what is present?,uterus,vasculature
1855,is uterus present?,yes,yes
1856,is opened muscle present?,no,no
1857,what is present?,mixed mesodermal tumor,vasculature
1858,what is hepatocellular necrosis caused by?,acetaminophen overdose,hepatitis c virus
1859,is mixed mesodermal tumor present?,yes,yes
1860,is nodular tumor present?,no,yes
1861,where is this from?,female reproductive system,female reproductive system
1862,what is present?,female reproductive,vasculature
1863,what is present?,uterus,vasculature
1864,what is present?,mixed mesodermal tumor,vasculature
1865,what is present?,female reproductive,female reproductive
1866,is female reproductive present?,yes,yes
1867,is this typical lesion present?,no,yes
1868,what is present?,uterus,female reproductive
1869,how is hepatocellular necrosis caused?,by acetaminophen overdose,by acute rejection
1870,is uterus present?,yes,yes
1871,is inflamed exocervix present?,no,yes
1872,what is present?,mixed mesodermal tumor,female reproductive
1873,is mixed mesodermal tumor present?,yes,no
1874,is notochord present?,no,no
1875,where is this from?,female reproductive system,female reproductive system
1876,what is present?,female reproductive,female reproductive
1877,what is present?,uterus,female reproductive
1878,what is present?,mixed mesodermal tumor,female reproductive
1879,what is present?,female reproductive,female reproductive
1880,is hepatocellular necrosis caused by acetaminophen overdose?,yes,yes
1881,is female reproductive present?,yes,yes
1882,is opened uterus and cervix with large cervical myoma protruding into vagina slide present?,no,no
1883,what is present?,uterus,female reproductive
1884,is uterus present?,yes,yes
1885,is endometrial polyp present?,no,yes
1886,what is present?,fetus developing very early,female reproductive
1887,is fetus developing very early present?,yes,yes
1888,is metastatic carcinoma oat cell present?,no,no
1889,where is this from?,female reproductive system,female reproductive system
1890,what is present?,female reproductive,female reproductive
1891,how is a nucleolar pattern against nucleolar proteins?,typical of antibodies,stained with immunofluorescence
1892,is the shape and volume of the left ventricle caused by acetaminophen overdose?,no,yes
1893,what is present?,uterus,female reproductive
1894,what is present?,fetus developing very early,female reproductive
1895,what is present?,female reproductive,vasculature
1896,is female reproductive present?,yes,yes
1897,is amyloidosis present?,no,yes
1898,what is present?,uterus,vasculature
1899,is uterus present?,yes,yes
1900,is vessel present?,no,yes
1901,what is present?,leiomyosarcoma,vasculature
1902,is leiomyosarcoma present?,yes,yes
1903,what is seen in the perivenular region?,confluent necrosis,lymphocytic infiltrate
1904,is metastatic carcinoma prostate present?,no,yes
1905,where is this from?,female reproductive system,gastrointestinal system
1906,what is present?,female reproductive,vasculature
1907,what is present?,uterus,vasculature
1908,what is present?,leiomyosarcoma,vasculature
1909,what does this image show?,colon biopsy,lung
1910,"does this image show colon biopsy, cryptosporidia?",yes,yes
1911,"does good example of muscle atrophy show colon biopsy, cryptosporidia?",no,no
1912,what is present?,gastrointestinal,lung
1913,is gastrointestinal present?,yes,yes
