"ID","model_dir","question","correct_answer","model_output"
"3977","checkpoint-1500","are the intertrabecular spaces filled by vascularized loose connective tissue?","yes","yes"
"3978","checkpoint-1500","is aorta present?","no","no"
"3979","checkpoint-1500","what is present?","hepatobiliary","hepatobiliary"
"3980","checkpoint-1500","what is present?","hematologic","cardiovascular"
"3981","checkpoint-1500","is granulomata slide present?","no","no"
"3982","checkpoint-1500","what does this image show?","thyroid","thyroid"
"3983","checkpoint-1500","is hepatobiliary present?","yes","yes"
"3984","checkpoint-1500","what does this image show?","stomach primary","bone"
"3985","checkpoint-1500","what does this image show?","primodial cyst","tooth root abscess"
"3986","checkpoint-1500","is female reproductive present?","yes","yes"
"3987","checkpoint-1500","what is present?","hematologic","liver"
"3988","checkpoint-1500","is chloramphenicol toxicity present?","no","no"
"3989","checkpoint-1500","what is present?","respiratory","vasculitis"
"3990","checkpoint-1500","is female reproductive present?","yes","yes"
"3991","checkpoint-1500","are removal of suture confined to all the layers of the mucosa but the basement membrane on which these layers rest is intact?","no","yes"
"3992","checkpoint-1500","what is present?","hematologic","hematologic"
"3993","checkpoint-1500","what does this image show?","hepatitis b virus","vasculitis"
"3994","checkpoint-1500","what looks like an ascending cholangitis?","this","bile duct"
"3995","checkpoint-1500","what is present?","oral","oral"
"3996","checkpoint-1500","what is present?","sacrococcygeal teratoma","pancreatic"
"3997","checkpoint-1500","what is present?","nervous","brain"
"3998","checkpoint-1500","is cardiovascular present?","yes","yes"
"3999","checkpoint-1500","what does this image show?","pancreas","esophageal varices"
"4000","checkpoint-1500","what is present?","hepatobiliary","liver"
"4001","checkpoint-2000","where does this belong to?","endocrine system","cardiovascular"
"4002","checkpoint-2000","does malignant adenoma show keratoacanthoma?","no","no"
"4003","checkpoint-2000","what is present?","cardiovascular","vasculature"
"4004","checkpoint-2000","is kidney present?","yes","yes"
"4005","checkpoint-2000","what does the granulomatous response take the form of?","a three-dimensional sphere","a circumscribed granuloma"
"4006","checkpoint-2000","what is present?","gastrointestinal","endocrine"
"4007","checkpoint-2000","is nervous present?","yes","yes"
"4008","checkpoint-2000","what is present?","hematologic","liver"
"4009","checkpoint-2000","does the wall of the stomach in the region of pyloric canal show thick wall coated internally by brownish, tan and necrotic material which is organised blood clot arrow?","no","yes"
"4010","checkpoint-2000","what is present?","oral","oral"
"4011","checkpoint-2000","is hepatobiliary present?","yes","yes"
"4012","checkpoint-2000","what is present?","spleen","liver"
"4013","checkpoint-2000","what are present?","extremities","extremities"
"4014","checkpoint-2000","does this image show lung, bronchopneumonia, bacterial?","yes","yes"
"4015","checkpoint-2000","does this image adrenal both adrenals external views focal hemorrhages do not know history looks like placental abruption?","yes","yes"
"4016","checkpoint-2000","does this image show child has polycystic disease?","yes","yes"
"4017","checkpoint-2000","are both cytotrophoblastic cells with single central nuclei and syncytiotrophoblastic cells with multiple dark nuclei embedded in eosinophilic cytoplasm present?","yes","yes"
"4018","checkpoint-2000","does rugal demonstrate an area of increased uptake corresponding to the left inferior parathyroid gland arrow?","no","yes"
"4019","checkpoint-2000","what is present?","hepatobiliary","pancreas"
"4020","checkpoint-2000","where is this?","urinary","gastrointestinal"
"4021","checkpoint-2000","is heel ulcer present?","no","no"
"4022","checkpoint-2000","what has relatively uniform polygonal myofibers with peripherally placed nuclei that are tightly packed together into fascicles separated by scant connective tissue?","normal skeletal muscle tissue","muscle"
"4023","checkpoint-2000","how are such lesions?","painless despite the presence of ulceration","often solitary"
"4024","checkpoint-2000","what does this image show?","normal uterus","colon"
"4025","checkpoint-2000","where is this area in the body?","heart","heart"
"4026","checkpoint-2000","is fracture present?","no","no"
"4027","checkpoint-2000","what does this image show?","heart","heart"
"4028","checkpoint-2000","is electron micrographs demonstrating fiber present?","yes","no"
"4029","checkpoint-2000","is endothelial injury used for demonstration of microbes?","no","yes"
"4030","checkpoint-2000","is liver present?","yes","yes"
"4031","checkpoint-2000","does neurofibroma show interlacing bundles of spindle-shaped cells separate by mucoid matrix?","yes","yes"
"4032","checkpoint-2000","does polyarteritis nodosa show normal appendix?","no","no"
"4033","checkpoint-2000","is polycystic disease infant present?","no","yes"
"4034","checkpoint-2000","is one collapsed vertebra and one filled with neoplasm looks like breast carcinoma but is an unclassified lymphoma?","yes","yes"
"4035","checkpoint-2000","what is present?","endocrine","liver"
"4036","checkpoint-2000","does this image show 7yo with craniopharyngioma and underdeveloped penis?","yes","yes"
"4037","checkpoint-2000","what is present?","cardiovascular","vasculature"
"4038","checkpoint-2000","what is present?","vasculature","female reproductive"
"4039","checkpoint-2000","what is present?","acute lymphocytic leukemia","colon"
"4040","checkpoint-2000","is oral present?","yes","yes"
"4041","checkpoint-2000","is spleen present?","yes","yes"
"4042","checkpoint-2000","where is this?","urinary","urinary"
"4043","checkpoint-2000","does mesothelioma show ductopenia?","no","no"
"4044","checkpoint-2000","is peritoneum present?","yes","yes"
"4045","checkpoint-2000","what are natomical subdivisions of the stomach correlated with of gastric mucosa in different regions?","anatomical histological appearance regions","fundus, body, pylorus, and antrum"
"4046","checkpoint-2000","is peritoneum present?","yes","yes"
"4047","checkpoint-2000","is natural color present?","no","no"
"4048","checkpoint-2000","is anencephaly present?","no","no"
"4049","checkpoint-2000","is lymph node present?","yes","yes"
"4050","checkpoint-2000","what does this image show?","kidney","kidney"
"4051","checkpoint-2000","what is shortened by compression fractures?","the osteoporotic vertebral body","vertebral column"
"4052","checkpoint-2000","do immature myeloid cells indicate foci of hepatocytes undergoing necrosis in this pas-d-stained biopsy from a patient with acute hepatitis b?","no","yes"
"4053","checkpoint-2000","what is present?","respiratory","liver"
"4054","checkpoint-2000","is cardiovascular present?","yes","yes"
"4055","checkpoint-2000","is anomalous origin present?","no","yes"
"4056","checkpoint-2000","what is present?","nervous","liver"
"4057","checkpoint-2000","what is scanty connective tissue stroma seen between?","the cavernous spaces","fibroblast and osteoblast"
"4058","checkpoint-2000","what is present?","female reproductive","vasculature"
"4059","checkpoint-2000","what is present?","leukoplakia vocal cord","stomach"
"4060","checkpoint-2000","is renal glomerulus composed of haphazardly interconnecting trabeculae of woven bone that are rimmed by prominent osteoblasts?","no","yes"
"4061","checkpoint-2000","what is present?","mesothelioma","sacrococcygeal teratoma"
"4062","checkpoint-2000","are x-ray intramyocardial arteries present?","no","no"
"4063","checkpoint-2000","what is present?","vasculature","vasculature"
"4064","checkpoint-2000","what is present?","hepatobiliary","liver"
"4065","checkpoint-2000","why does this image show obvious gangrenous necrosis?","due to shock or embolism postoperative cardiac surgery","due to diabetes mellitus"
"4066","checkpoint-2000","where is this?","lung","lung"
"4067","checkpoint-2000","is hepatobiliary present?","yes","yes"
"4068","checkpoint-2000","what does this image show?","normal breast","brain"
"4069","checkpoint-2000","is retroperitoneal liposarcoma present?","yes","yes"
"4070","checkpoint-2000","what does this image show?","cellular detail well shown","lymph node"
"4071","checkpoint-2000","what is present?","liver","pancreas"
"4072","checkpoint-2000","is odontoid process subluxation with narrowing of foramen magnum present?","yes","yes"
"4073","checkpoint-2000","what does this image show?","skin","colon"
"4074","checkpoint-2000","what is present (top center)?","a perimysial interfascicular septum containing a blood vessel","muscle"
"4075","checkpoint-2000","is leiomyosarcoma present?","no","yes"
"4076","checkpoint-2000","does this image show heart, acute myocardial infarction?","yes","yes"
"4077","checkpoint-2000","what looks like an ascending cholangitis?","this","liver"
"4078","checkpoint-2000","does the blue area demonstrate a well-demarcated nodule at the right of the field, with a portion of urethra seen to the left?","no","yes"
"4079","checkpoint-2000","is inset enlarged diffusely?","no","yes"
"4080","checkpoint-2000","where is this?","oral","gastrointestinal"
"4081","checkpoint-2000","does subcapsular hematoma show external view of massively enlarged spleen?","no","yes"
"4082","checkpoint-2000","is metastatic carcinoma breast present?","no","yes"
"4083","checkpoint-2000","what joined chest and abdomen slide shows opened chest with two hearts?","this","close-up view of uterus and ovaries"
"4084","checkpoint-2000","what does this image show?","brain","brain"
"4085","checkpoint-2000","what is present?","liver","liver"
"4086","checkpoint-2000","what is present?","peritoneum","breast"
"4087","checkpoint-2000","what does this image show?","ductopenia","liver"
"4088","checkpoint-2000","is vasculature present?","yes","yes"
"4089","checkpoint-2000","is hepatobiliary present?","yes","yes"
"4090","checkpoint-2000","what does von recklinghausen?","disease is present","neurofibromatosis"
"4091","checkpoint-2000","what is present?","ameloblastoma","oral"
"4092","checkpoint-2000","what does this image show?","parathyroid","lymph node"
"4093","checkpoint-2000","is myocardium present?","yes","yes"
"4094","checkpoint-2000","are chematic mechanisms villous hypertrophy of the synovium and marked mononuclear inflammatory cell infiltrate in synovial membrane with formation of lymphoid follicles at places?","no","yes"
"4095","checkpoint-2000","where is this part in?","spleen","abdomen"
"4096","checkpoint-2000","where does this belong to?","endocrine system","endocrine"
"4097","checkpoint-2000","is leiomyomas present?","no","yes"
"4098","checkpoint-2000","what does this image show?","skeletal muscle","muscle"
"4099","checkpoint-2000","what is surrounded by palisades of macrophages and plasma cells marginated peripherally by fibroblasts?","central coagulative necrosis","tumor"
