ID,question,correct_answer,model_output
1911,"does good example of muscle atrophy show colon biopsy, cryptosporidia?",no,no
1912,what is present?,gastrointestinal,"vesicles
dark staining material
cellular debris"
1913,is gastrointestinal present?,yes,yes
1914,where is confluent necrosis seen?,in he perivenular region,central area
1915,is sickle cell disease present?,no,no
1916,where is this electron microscopy figure taken?,gastrointestinal system,lung
1917,what is present?,gastrointestinal,"vesicles
dark staining material
cellular debris"
1918,what does this image show?,esophagus,esophageal dilation
1919,"does this image show esophagus, esophogeal varices?",yes,"esophagus
esophageal varices"
1920,"does side show esophagus, esophogeal varices?",no,yes
1921,what is present?,gastrointestinal,"dark discoloration
vascular congestion
tissue folds
irregular surface"
1922,is gastrointestinal present?,yes,no
1923,is newborn cord around neck present?,no,yes
1924,where does this belong to?,gastrointestinal system,esophagus
1925,is confluent necrosis seen in the perivenular region zone 3?,yes,yes
1926,what is present?,gastrointestinal,"dark discoloration
vascular congestion
tissue folds
irregular surface"
1927,what does this image show?,normal stomach,yellowish tissue mass
1928,does this image show normal stomach?,yes,no
1929,does mucoepidermoid carcinoma show normal stomach?,no,irregular mucosa
1930,what is present?,gastrointestinal,yellowish lesion
1931,is gastrointestinal present?,yes,yes
1932,is this present?,no,yellowish discoloration
1933,where does this belong to?,gastrointestinal system,stomach
1934,what is present?,gastrointestinal,yellowish lesion
1935,what does this image show?,normal appendix,pinkish translucent tissue
1936,is the thrombus seen in the perivenular region zone 3?,no,no
1937,does this image show normal appendix?,yes,no
1938,does angiogram show normal appendix?,no,irregular appendix
1939,what is present?,gastrointestinal,pinkish tissue with yellow areas
1940,is gastrointestinal present?,yes,yes
1941,is nodular tumor present?,no,yes
1942,where does this belong to?,gastrointestinal system,esophagus
1943,what is present?,gastrointestinal,pinkish tissue with yellow areas
1944,what does this image show?,normal appendix,large bowel with extensive inflammation and ulceration
1945,does this image show normal appendix?,yes,no
1946,does yo show normal appendix?,no,no
1947,is there little inflammation?,yes,yes
1948,what is present?,gastrointestinal,"intestinal distension
inflammation
red discoloration
masses
irregularity"
1949,is gastrointestinal present?,yes,yes
1950,is placenta present?,no,no
1951,where does this belong to?,gastrointestinal system,large intestine
1952,what is present?,gastrointestinal,"intestinal distension
inflammation
red discoloration
masses
irregularity"
1953,what does this image show?,small intestine,red tissue with dark spots
1954,"does this image show small intestine, multifocal ulcers and hemorrhages, mucosal congestion?",yes,yes
1955,"does sacrococcygeal teratoma show small intestine, multifocal ulcers and hemorrhages, mucosal congestion?",no,yes
1956,what is present?,gastrointestinal,red tissue with dark spots
1957,is gastrointestinal present?,yes,yes
1958,what is indicated by the asterisk?,residual normal tissue,red cells
1959,is metastatic carcinoma prostate present?,no,no
1960,where does this belong to?,gastrointestinal system,intestine
1961,what is present?,gastrointestinal,red tissue with dark spots
1962,what does this image show?,stomach,intestinal tissue with a hemorrhagic mass
1963,"does this image show stomach, leiomyoma with ulcerated mucosal surface?",yes,stomach leiomyoma ulcerated mucosal surface
1964,"does slide show stomach, leiomyoma with ulcerated mucosal surface?",no,yes
1965,what is present?,gastrointestinal,intestinal tissue with hemorrhage and a protruding mass
1966,is gastrointestinal present?,yes,yes
1967,is lymphangiomatosis present?,no,no
1968,where does this belong to?,gastrointestinal system,intestine
1969,what is residual normal tissue indicated by?,the asterisk,white areas
1970,what is present?,gastrointestinal,intestinal tissue with hemorrhage and a protruding mass
1971,what does this image show?,stomach,inflamed mucosa
1972,"does this image show stomach, bacterial gastritis?",yes,stomach
1973,"does child show stomach, bacterial gastritis?",no,gastric mucosa inflammation
1974,what is present?,gastrointestinal,reddish tissue with ulcerations
1975,is gastrointestinal present?,yes,yes
1976,is vasculature present?,no,yes
1977,where does this belong to?,gastrointestinal system,large intestine
1978,what is present?,gastrointestinal,reddish tissue with ulcerations
1979,"does this image show esohagus, candida?",yes,esophagus
1980,is residual normal tissue indicated by the asterisk?,yes,no
1981,"does atrophy secondary to pituitectomy show esohagus, candida?",no,esophagus present
1982,what is present?,gastrointestinal,"irregular surface texture
extensive mucosal ulceration
vascular engorgement
tissue friability"
1983,is gastrointestinal present?,yes,yes
1984,is hematoma present?,no,yes
1985,where does this belong to?,gastrointestinal system,intestine
1986,what is present?,gastrointestinal,"irregular surface texture
extensive mucosal ulceration
vascular engorgement
tissue friability"
1987,"why does this image show esophogus, varices?",due to portal hypertension from cirrhosis hcv,esophagus varices
1988,what does this image show?,esophogus,tissue with ulceration and inflammation
1989,"does this image show esophogus, varices due to portal hypertension from cirrhosis, hcv?",yes,"esophagus
varices
hepatitis"
1990,"does atherosclerosis show esophogus, varices due to portal hypertension from cirrhosis, hcv?",no,"esophagus present
varices present
hepatitis present"
1991,is the cut surface indicated by the asterisk?,no,liver
1992,what is present?,gastrointestinal,"tissue irregularity
reddish discoloration
white patches
vascular structures"
1993,is gastrointestinal present?,yes,yes
1994,is autoimmune thyroiditis present?,no,no
1995,where does this belong to?,gastrointestinal system,esophagus
1996,what is present?,gastrointestinal,"tissue irregularity
reddish discoloration
white patches
vascular structures"
1997,what healed?,squamous cell carcinoma,lesion
1998,"is squamous cell carcinoma, lip remote, healed?",yes,healed
1999,is the excellent uterus healed?,no,no uterus present
2000,what does this image show?,squamous cell carcinoma,lesion
2001,"does this image show squamous cell carcinoma, lip remote, healed?",yes,healed lesion
2002,is a nucleolar pattern typical of antibodies against nucleolar proteins?,yes,yes
2003,what is caused by accumulation of hepatitis b surface antigen?,ground-glass hepatocytes in chronic hepatitis b,hepatocellular inflammation
2004,"does antitrypsin show squamous cell carcinoma, lip remote, healed?",no,healed lesion
2005,what is present?,gastrointestinal,lesion
2006,is gastrointestinal present?,yes,no
2007,is thecoma present?,no,no
2008,where does this belong to?,gastrointestinal system,lip
2009,what healed?,"squamous cell carcinoma, lip remote,",lesion
2010,what is present?,gastrointestinal,lesion
2011,what does this image show?,squamous cell carcinoma,oral ulceration
2012,"does this image show squamous cell carcinoma, lip?",yes,yes
2013,"does lateral view show squamous cell carcinoma, lip?",no,yes
2014,how are ground-glass hepatocytes in chronic hepatitis b caused?,accumulation of hepatitis b surface antigen,ground-glass hepatocytes
2015,what is present?,gastrointestinal,"erythema
lesion
ulceration
inflammation"
2016,is gastrointestinal present?,yes,no
2017,is embryo-fetus present?,no,no
2018,where does this belong to?,gastrointestinal system,lip
2019,what is present?,gastrointestinal,"erythema
lesion
ulceration
inflammation"
2020,what does this image show?,stress ulcers,irregularly shaped tan and reddish areas
2021,"does this image show stress ulcers, stomach?",yes,yes
2022,"does situs inversus show stress ulcers, stomach?",no,no
2023,what is present?,gastrointestinal,"irregular undulating surface
reddish discoloration
small punctate foci"
2024,is gastrointestinal present?,yes,yes
2025,is ground-glass hepatocytes in chronic hepatitis b caused by accumulation of hepatitis b surface antigen?,yes,ground-glass hepatocytes
2026,is vessel present?,no,yes
2027,where does this belong to?,gastrointestinal system,stomach
2028,what is present?,gastrointestinal,"irregular undulating surface
reddish discoloration
small punctate foci"
2029,what does this image show?,esophageal varices,tissue section
2030,does this image show esophageal varices?,yes,yes
2031,does sickle cell disease show esophageal varices?,no,yes
2032,what is present?,gastrointestinal,"tissue fibers
brown discoloration
irregular surface"
2033,is gastrointestinal present?,yes,yes
2034,is siamese twins present?,no,no
2035,where does this belong to?,gastrointestinal system,bone
2036,is characteristic peribronchial noncaseating granulomas with many giant cells caused by accumulation of hepatitis b surface antigen?,no,no
2037,what is present?,gastrointestinal,"tissue fibers
brown discoloration
irregular surface"
2038,what does this image show?,colon sigmoid,dissected organ with extensive necrosis and ulceration
2039,"does this image show colon sigmoid, adenocarcinoma, annular?",yes,colon sigmoid adenocarcinoma annular
2040,"does stillborn macerated show colon sigmoid, adenocarcinoma, annular?",no,"colon sigmoid
adenocarcinoma
annular"
