"ID","question","correct_answer","model_output"
"1829","what is present?","female reproductive","answer: fibrosis"
"1830","what does this image show?","uterus","answer: muscularis propria"
"1831","does this image show uterus, leiomyomas?","yes","answer: yes"
"1832","does atheromatous embolus show uterus, leiomyomas?","no","answer: no"
"1833","what is present?","female reproductive","answer: muscle"
"1834","is female reproductive present?","yes","answer: no"
"1835","is spina bifida present?","no","answer: yes"
"1836","does acute rheumatic mitral valvulitis show scattered apoptotic hepatocytes and a patchy inflammatory infiltrate double?","no","answer: yes"
"1837","where is this from?","female reproductive system","answer: heart"
"1838","what is present?","female reproductive","answer: vessel wall fibrosis"
"1839","what does this image show?","leiomyoma","answer: muscle"
"1840","does this image show leiomyoma, trichrome?","yes","answer: yes"
"1841","does eosinophilic adenoma show leiomyoma, trichrome?","no","answer: yes"
"1842","what is present?","female reproductive","answer: fibrous tissue"
"1843","is female reproductive present?","yes","answer: no"
"1844","is cranial artery present?","no","answer: yes"
"1845","where is this from?","female reproductive system","answer: muscle"
"1846","what is present?","female reproductive","answer: muscle fibers"
"1847","what is caused by acetaminophen overdose?","hepatocellular necrosis","answer: hepatic necrosis"
"1848","what does this image show?","nice view of tumor primarily stromal element","answer: granuloma"
"1849","does this image show nice view of tumor primarily stromal element?","yes","answer: yes"
"1850","does peritoneal fluid show nice view of tumor primarily stromal element?","no","answer: yes"
"1851","what is present?","female reproductive","answer: granuloma"
"1852","is female reproductive present?","yes","answer: no"
"1853","is simian crease present?","no","answer: yes"
"1854","what is present?","uterus","answer: granulomas"
"1855","is uterus present?","yes","answer: no"
"1856","is opened muscle present?","no","answer: yes"
"1857","what is present?","mixed mesodermal tumor","answer: granuloma"
"1858","what is hepatocellular necrosis caused by?","acetaminophen overdose","answer: ischemia"
"1859","is mixed mesodermal tumor present?","yes","answer: yes"
"1860","is nodular tumor present?","no","answer: yes"
"1861","where is this from?","female reproductive system","answer: spleen"
"1862","what is present?","female reproductive","answer: granuloma"
"1863","what is present?","uterus","answer: granuloma"
"1864","what is present?","mixed mesodermal tumor","answer: granuloma"
"1865","what is present?","female reproductive","answer: granuloma"
"1866","is female reproductive present?","yes","answer: no"
"1867","is this typical lesion present?","no","answer: yes"
"1868","what is present?","uterus","answer: granulomas"
"1869","how is hepatocellular necrosis caused?","by acetaminophen overdose","answer: ischemia"
"1870","is uterus present?","yes","answer: no"
"1871","is inflamed exocervix present?","no","answer: yes"
"1872","what is present?","mixed mesodermal tumor","answer: granuloma"
"1873","is mixed mesodermal tumor present?","yes","answer: yes"
"1874","is notochord present?","no","answer: yes"
"1875","where is this from?","female reproductive system","answer: lung"
"1876","what is present?","female reproductive","answer: granuloma"
"1877","what is present?","uterus","answer: granuloma"
"1878","what is present?","mixed mesodermal tumor","answer: granulomas"
"1879","what is present?","female reproductive","answer: ovarian carcinoma"
"1880","is hepatocellular necrosis caused by acetaminophen overdose?","yes","answer: yes"
"1881","is female reproductive present?","yes","answer: yes"
"1882","is opened uterus and cervix with large cervical myoma protruding into vagina slide present?","no","answer: yes"
"1883","what is present?","uterus","answer: ovarian carcinoma"
"1884","is uterus present?","yes","answer: yes"
"1885","is endometrial polyp present?","no","answer: yes"
"1886","what is present?","fetus developing very early","answer: tubular necrosis"
"1887","is fetus developing very early present?","yes","answer: yes"
"1888","is metastatic carcinoma oat cell present?","no","answer: yes"
"1889","where is this from?","female reproductive system","answer: fallopian tube"
"1890","what is present?","female reproductive","answer: ovarian carcinoma"
"1891","how is a nucleolar pattern against nucleolar proteins?","typical of antibodies","answer: nuclear bodies"
"1892","is the shape and volume of the left ventricle caused by acetaminophen overdose?","no","answer: yes"
"1893","what is present?","uterus","answer: endometrial hyperplasia"
"1894","what is present?","fetus developing very early","answer: female reproductive"
"1895","what is present?","female reproductive","answer: glial cells"
"1896","is female reproductive present?","yes","answer: no"
"1897","is amyloidosis present?","no","answer: yes"
"1898","what is present?","uterus","answer: granuloma"
"1899","is uterus present?","yes","answer: no"
"1900","is vessel present?","no","answer: yes"
"1901","what is present?","leiomyosarcoma","answer: spindle cells"
"1902","is leiomyosarcoma present?","yes","answer: yes"
"1903","what is seen in the perivenular region?","confluent necrosis","answer: granulomas"
"1904","is metastatic carcinoma prostate present?","no","answer: yes"
"1905","where is this from?","female reproductive system","answer: brain"
"1906","what is present?","female reproductive","answer: granulomas"
"1907","what is present?","uterus","answer: granulomas"
"1908","what is present?","leiomyosarcoma","answer: granuloma"
"1909","what does this image show?","colon biopsy","answer: pulmonary capillaries"
"1910","does this image show colon biopsy, cryptosporidia?","yes","answer: yes"
"1911","does good example of muscle atrophy show colon biopsy, cryptosporidia?","no","answer: no"
"1912","what is present?","gastrointestinal","answer: neutrophils"
"1913","is gastrointestinal present?","yes","answer: yes"
"1914","where is confluent necrosis seen?","in he perivenular region","answer: liver"
"1915","is sickle cell disease present?","no","answer: yes"
"1916","where is this electron microscopy figure taken?","gastrointestinal system","answer: small intestine"
"1917","what is present?","gastrointestinal","answer: alveolar hemorrhage"
"1918","what does this image show?","esophagus","answer: atherosclerosis"
"1919","does this image show esophagus, esophogeal varices?","yes","answer: yes"
"1920","does side show esophagus, esophogeal varices?","no","answer: yes"
"1921","what is present?","gastrointestinal","answer: cavernous hemangioma"
"1922","is gastrointestinal present?","yes","answer: yes"
"1923","is newborn cord around neck present?","no","answer: yes"
"1924","where does this belong to?","gastrointestinal system","answer: esophagus"
"1925","is confluent necrosis seen in the perivenular region zone 3?","yes","answer: yes"
"1926","what is present?","gastrointestinal","answer: atherosclerosis"
"1927","what does this image show?","normal stomach","answer: gastric ulcer"
"1928","does this image show normal stomach?","yes","answer: no"
"1929","does mucoepidermoid carcinoma show normal stomach?","no","answer: no"
"1930","what is present?","gastrointestinal","answer: necrosis"
"1931","is gastrointestinal present?","yes","answer: yes"
"1932","is this present?","no","answer: yes"
"1933","where does this belong to?","gastrointestinal system","answer: stomach"
"1934","what is present?","gastrointestinal","answer: liver"
"1935","what does this image show?","normal appendix","answer: esophagus"
"1936","is the thrombus seen in the perivenular region zone 3?","no","answer: yes"
"1937","does this image show normal appendix?","yes","answer: no"
"1938","does angiogram show normal appendix?","no","answer: no"
"1939","what is present?","gastrointestinal","answer: duodenum"
"1940","is gastrointestinal present?","yes","answer: yes"
"1941","is nodular tumor present?","no","answer: yes"
"1942","where does this belong to?","gastrointestinal system","answer: esophagus"
"1943","what is present?","gastrointestinal","answer: esophageal ulcer"
"1944","what does this image show?","normal appendix","answer: necrosis"
"1945","does this image show normal appendix?","yes","answer: no"
