ID,question,correct_answer,model_output
1672,is postpartum present?,yes,yes
1673,where does this belong to?,female reproductive system,female reproductive system
1674,what is present?,female reproductive,female reproductive
1675,what is present?,uterus,female reproductive
1676,what is present?,postpartum,female reproductive
1677,what does this image show?,thick capsule with some cysts,cut surface of uterus with large myoma
1678,how does this image show thick capsule?,with some cysts,with yellow foci
1679,does this image show thick capsule with some cysts?,yes,yes
1680,does leiomyoma show thick capsule with some cysts?,no,no
1681,are three tubular adenomas present in this single microscopic field?,yes,yes
1682,what is present?,female reproductive,ovarian
1683,is female reproductive present?,yes,yes
1684,is amputation stump infected present?,no,no
1685,what is present?,ovary,ovarian
1686,is ovary present?,yes,yes
1687,is breast present?,no,yes
1688,what is present?,stein leventhal,ovarian
1689,is stein leventhal present?,yes,yes
1690,is focal hemorrhagic infarction well shown present?,no,yes
1691,where does this belong to?,female reproductive system,female reproductive system
1692,are loosely formed interstitial granulomas and chronic inflammation present in this single microscopic field?,no,yes
1693,what is present?,female reproductive,ovarian
1694,what is present?,ovary,ovarian
1695,what is present?,stein leventhal,ovarian
1696,what does this image show?,infant bicornate uterus,uterus
1697,does this image show infant bicornate uterus?,yes,yes
1698,does this show infant bicornate uterus?,no,yes
1699,what is present?,female reproductive,female reproductive
1700,is female reproductive present?,yes,yes
1701,is fibrinous peritonitis present?,no,no
1702,what is present?,bicornate uterus,female reproductive
1703,what stain is seen after diastase digestion?,pas-d,a large tumor
1704,is bicornate uterus present?,yes,yes
1705,is yo present?,no,no
1706,where does this belong to?,female reproductive system,female reproductive system
1707,what is present?,female reproductive,female reproductive
1708,what is present?,bicornate uterus,female reproductive
1709,what does this image show?,excellent example of submucosal,hemorrhage in uterus
1710,does this image show excellent example of submucosal?,yes,yes
1711,does sacrococcygeal teratoma show excellent example of submucosal?,no,no
1712,what is present?,female reproductive,female reproductive
1713,is female reproductive present?,yes,yes
1714,what indicate foci of hepatocytes undergoing necrosis in this pas-d-stained biopsy from a patient with acute hepatitis b?,clusters of pigmented hepatocytes with eosinophilic cytoplasm,the brown pigment
1715,is amyloidosis present?,no,no
1716,what is present?,uterus,female reproductive
1717,is uterus present?,yes,yes
1718,is left ventricle hypertrophy present?,no,no
1719,what is present?,leiomyoma,female reproductive
1720,is leiomyoma present?,yes,yes
1721,is abdomen present?,no,no
1722,where does this belong to?,female reproductive system,female reproductive system
1723,what is present?,female reproductive,female reproductive
1724,what is present?,uterus,female reproductive
1725,what do clusters of pigmented hepatocytes with eosinophilic cytoplasm indicate?,foci of hepatocytes undergoing necrosis,a history of liver injury
1726,what is present?,leiomyoma,female reproductive
1727,what is quite obvious?,this typical thecoma with yellow foci,this is a good photo
1728,is this typical thecoma with yellow foci quite obvious?,yes,yes
1729,is autopsy quite obvious?,no,yes
1730,what is no ovary present to indicate the location of the tumor mass?,there,no
1731,what is there to indicate the location of the tumor mass?,no ovary present,cut surface with tumor mass
1732,is there no ovary present to indicate the location of the tumor mass?,yes,yes
1733,is breast no ovary present to indicate the location of the tumor mass?,no,no
1734,what is present?,female reproductive,endocrine
1735,is female reproductive present?,yes,yes
1736,do clusters of pigmented hepatocytes with eosinophilic cytoplasm indicate foci of hepatocytes undergoing necrosis in this pas-d-stained biopsy from a patient with acute hepatitis b?,yes,no
1737,is cystadenocarcinoma malignancy present?,no,no
1738,what is present?,thecoma,endocrine
1739,is thecoma present?,yes,no
1740,is simian crease present?,no,no
1741,where does this belong to?,female reproductive system,endocrine system
1742,what is quite obvious?,this typical thecoma with yellow foci,this is a good photo
1743,what is no ovary present to indicate the location of the tumor mass?,there,no
1744,what is there to indicate the location of the tumor mass?,no ovary present,cut surface with tumor mass
1745,what is present?,female reproductive,endocrine
1746,what is present?,thecoma,endocrine
1747,do immature myeloid cells indicate foci of hepatocytes undergoing necrosis in this pas-d-stained biopsy from a patient with acute hepatitis b?,no,no
1748,how is this typical thecoma with yellow foci quite?,obvious,good
1749,how is there no present to indicate the location of the tumor mass?,ovary,no
1750,what does this image show?,normal breast,brain
1751,does this image show normal breast?,yes,yes
1752,does hematoma show normal breast?,no,no
1753,what is present?,female reproductive,nervous
1754,is female reproductive present?,yes,no
1755,is pituitectomy present?,no,no
1756,where is this from?,female reproductive system,nervous system
1757,what is present?,female reproductive,nervous
1758,"what does pas-d, periodic acid-schiff stain after?",diastase digestion,iron deposition
1759,what does this image show?,normal breast,lung
1760,does this image show normal breast?,yes,yes
1761,does female reproductive show normal breast?,no,no
1762,what is present?,female reproductive,gastrointestinal
1763,is female reproductive present?,yes,yes
1764,is abdomen present?,no,no
1765,where is this from?,female reproductive system,gastrointestinal system
1766,what is present?,female reproductive,gastrointestinal
1767,what does this image show?,normal breast,brain
1768,does this image show normal breast?,yes,yes
1769,"does pas-d, periodic acid-schiff stain after diastase digestion?",yes,yes
1770,does yellow color show normal breast?,no,no
1771,what is present?,female reproductive,nervous
1772,is female reproductive present?,yes,no
1773,is endocrine present?,no,yes
1774,where is this from?,female reproductive system,nervous system
1775,what is present?,female reproductive,nervous
1776,what does this image show?,uterus,lung
1777,"does this image show uterus, leiomyoma?",yes,yes
1778,"does hematoma show uterus, leiomyoma?",no,no
1779,what is present?,female reproductive,endocrine
1780,what is typical of antibodies against nucleolar proteins?,a nucleolar pattern,a speckled pattern
1781,does a crypt abscess stain after diastase digestion?,no,yes
1782,is female reproductive present?,yes,yes
1783,is inflamed exocervix present?,no,no
1784,where is this from?,female reproductive system,endocrine system
1785,what is present?,female reproductive,endocrine
1786,what does this image show?,uterus,fibrous dysplasia
1787,"does this image show uterus, leiomyoma?",yes,yes
1788,"does leiomyoma show uterus, leiomyoma?",no,no
1789,what is present?,female reproductive,joints
1790,is female reproductive present?,yes,no
1791,is chromophobe adenoma present?,no,no
1792,"when does pas-d , periodic acid-schiff stain?",after diastase digestion,after diastase digestion
1793,where is this from?,female reproductive system,soft tissue
1794,what is present?,female reproductive,joints
1795,what does this image show?,normal uterus,pancreatic fat necrosis
1796,does this image show normal uterus?,yes,yes
1797,does this show normal uterus?,no,no
1798,what stain?,alpha smooth muscle actin immunohistochemical,immunoperoxidase for growth hormone
1799,do alpha smooth muscle actin immunohistochemical stain?,yes,yes
1800,do fibroma stain?,no,no
1801,what is present?,female reproductive,gastrointestinal
1802,is female reproductive present?,yes,yes
1803,what shows scattered apoptotic hepatocytes and a patchy inflammatory infiltrate?,the biopsy from a patient with lobular hepatitis due chronic hepatitis c,the background
1804,is chronic ischemia present?,no,no
1805,where is this from?,female reproductive system,gastrointestinal system
1806,what stain?,"normal uterus, alpha smooth muscle actin immunohistochemical",immunoperoxidase for growth hormone
1807,what is present?,female reproductive,gastrointestinal
1808,what does this image show?,leiomyoma,pancreatic fat necrosis
1809,does this image show leiomyoma?,yes,yes
1810,does heel ulcer show leiomyoma?,no,no
1811,what stain?,alpha smooth muscle actin immunohistochemical,immunostain for growth hormone
1812,do alpha smooth muscle actin immunohistochemical stain?,yes,yes
1813,do no tissue recognizable as ovary stain?,no,no
1814,what does this biopsy from a patient with lobular hepatitis due to chronic hepatitis c show?,scattered apoptotic hepatocytes and a patchy inflammatory infiltrate,a distinctive pattern of acinar change
1815,what is present?,female reproductive,female reproductive
1816,is female reproductive present?,yes,yes
1817,is serous cyst present?,no,yes
