"ID","model","question","correct_answer","model_output"
"6786","checkpoint-4000","what is present?","cardiovascular","coronary angiography"
"6787","checkpoint-4000","does 70yof show cut surface showing very thickened capsule with focal calcification very good close-up photo?","no","yes"
"6788","checkpoint-4000","is cm present?","no","yes"
"6789","checkpoint-4000","what is diagrammatic representation of pathogenesis of atherosclerosis explained by?","'reaction-to-injury 'hypothesis","atherosclerosis"
"6790","checkpoint-4000","are extremities present?","yes","yes"
"6791","checkpoint-4000","what is present?","adrenal","pancreas"
"6792","checkpoint-4000","where is this?","urinary","digestive system"
"6793","checkpoint-4000","does this image show both adrenals external views focal hemorrhages do not know history looks like placental abruption?","yes","yes"
"6794","checkpoint-4000","what is present?","liver","lymphoid"
"6795","checkpoint-4000","does enal glomerulus showing markedly have relatively uniform polygonal myofibers with peripherally placed nuclei that are tightly packed together into fascicles separated by scant connective tissue?","no","yes"
"6796","checkpoint-4000","is hematologic present?","yes","yes"
"6797","checkpoint-4000","is gastrointestinal present?","yes","yes"
"6798","checkpoint-4000","what does this image show?","esophagus","endocarditis"
"6799","checkpoint-4000","what does this image show?","brain","lymphocytes"
"6800","checkpoint-4000","does pancreatic islet, amyloidosis diabetes mellitus, congo red show kidney, pyelonephritis, acute and supperative?","no","no"
"6801","checkpoint-4000","does schwannoma show nevus?","no","no"
"6802","checkpoint-4000","what is present?","cardiovascular","cardiovascular"
"6803","checkpoint-4000","is opened base of skull with brain present?","no","no"
"6804","checkpoint-4000","is the superior vena cava present?","no","yes"
"6805","checkpoint-4000","was atrophy taken from another case to illustrate the difference?","no","no"
"6806","checkpoint-4000","are tuberculous peritonitis easily seen?","no","yes"
"6807","checkpoint-4000","is salt bridges lying separated from the septal walls by a clear space?","no","yes"
"6808","checkpoint-4000","what joined chest and abdomen slide shows opened chest with two hearts?","this","abdomen"
"6809","checkpoint-4000","is this image shows of smooth muscle cell with lipid in sarcoplasm and lipid present?","no","yes"
"6810","checkpoint-4000","does the figure show region of myocardium affected by stenosis of three respective coronary trunks in descending order shown as: 1 left anterior descending coronary, 2 right coronary and 3 left circumflex coronary artery in myocardial infarction?","yes","yes"
"6811","checkpoint-4000","what is present?","hepatobiliary","gastrointestinal"
"6812","checkpoint-4000","is cachexia present?","no","no"
"6813","checkpoint-4000","what is present?","female reproductive","uterus"
"6814","checkpoint-4000","is feet present?","no","no"
"6815","checkpoint-4000","how does this image show thrombus in leg vein?","with early organization","this image shows thrombus in leg vein"
"6816","checkpoint-4000","what is present?","hepatobiliary","pancreas"
"6817","checkpoint-4000","what is present?","respiratory","cardiovascular"
"6818","checkpoint-4000","what does this image show?","fixed tissue good example small kidney","small intestine"
"6819","checkpoint-4000","what is present?","adenoma","lymphoid nodules"
"6820","checkpoint-4000","what is hepatocellular necrosis caused by?","acetaminophen overdose","hepatitis"
"6821","checkpoint-4000","where is this?","heart","breast"
"6822","checkpoint-4000","is peptide present in the core of the plaques as well as in the surrounding region?","yes","no"
"6823","checkpoint-4000","what is present?","angiogram","breast"
"6824","checkpoint-4000","is downs syndrome present?","yes","yes"
"6825","checkpoint-4000","is opened uterus and cervix with large cervical myoma protruding into vagina slide present?","no","no"
"6826","checkpoint-4000","does pinworm show primary biliary cirrhosis?","no","no"
"6827","checkpoint-4000","what is present?","hepatobiliary","lymphocytes"
"6828","checkpoint-4000","what does this image show?","photo of face with multiple typical lesions","skin"
"6829","checkpoint-4000","is case of peritonitis slide present?","no","no"
"6830","checkpoint-4000","does acute peritonitis show thyroid, hurthle cell adenoma?","no","no"
"6831","checkpoint-4000","what is there of adipocytes, coarse basophilic granular debris while the periphery shows a few mixed inflammatory cells?","cloudy appearance","pancreas"
"6832","checkpoint-4000","is female reproductive present?","no","yes"
"6833","checkpoint-4000","are scanty connective tissue stroma the first to fourth parts of the duodenum?","no","yes"
"6834","checkpoint-4000","is endocrine present?","no","yes"
"6835","checkpoint-4000","is uterus present?","yes","yes"
"6836","checkpoint-4000","is artery present?","no","yes"
"6837","checkpoint-4000","does this image show focal melanosis?","yes","yes"
"6838","checkpoint-4000","what is seen in normal pap smear?","various types of epithelial cells","no abnormality"
"6839","checkpoint-4000","is infarcts present?","no","yes"
"6840","checkpoint-4000","what is present?","thymoma","lymphoid"
"6841","checkpoint-4000","does lesion in dome of uterus show hepatitis b virus, hepatocellular carcinoma?","no","no"
"6842","checkpoint-4000","does peritoneum show thyroid, nodular colloid goiter?","no","no"
"6843","checkpoint-4000","where is peptide present in?","the core of the plaques as well as the surrounding region","pancreas"
"6844","checkpoint-4000","does this image show neural tube defect, vertebral bodies?","yes","yes"
"6845","checkpoint-4000","are x-ray intramyocardial arteries present?","no","no"
"6846","checkpoint-4000","does this image show case of dic not bad photo requires dark room to see subtle distal phalangeal cyanosis?","yes","yes"
"6847","checkpoint-4000","is cut surface typical ivory vertebra do not have history at this time diagnosis present?","no","yes"
"6848","checkpoint-4000","what is present?","large cell lymphoma","cardiovascular"
"6849","checkpoint-4000","what is present?","endocrine","skin"
"6850","checkpoint-4000","is this typical lesion present?","no","yes"
"6851","checkpoint-4000","what is present?","pneumocystis","lymphoid nodules"
"6852","checkpoint-4000","do large, flat cells with small nuclei represent osteoprogenitor cells?","no","yes"
"6853","checkpoint-4000","does jejunum show kidney transplant rejection?","no","no"
"6854","checkpoint-4000","does this image show pituitary, chromaphobe adenoma?","yes","yes"
"6855","checkpoint-4000","does this image show coronary artery atherosclerosis?","yes","yes"
"6856","checkpoint-4000","what labeled?","structures","liver"
"6857","checkpoint-4000","what does this image show?","right coronary artery","coronary artery"
"6858","checkpoint-4000","does lesion of myocytolysis show heart, coronary artery, atherosclerosis?","no","yes"
"6859","checkpoint-4000","is gross islands of tumor?","yes","yes"
"6860","checkpoint-4000","what does this image show?","chest x ray 34 year old alcoholic with lobar pneumonia and fulminant sepsis blood culture pneumococcus and klebsiella","chest"
"6861","checkpoint-4000","is brain present?","yes","no"
"6862","checkpoint-4000","is metastatic neuroblastoma present?","no","yes"
"6863","checkpoint-4000","is palmar crease normal present?","no","no"
"6864","checkpoint-4000","what are painless despite the presence of ulceration?","syphilitic chancre","penile lesions"
"6865","checkpoint-4000","what are immunoglobulin deposits confined to?","superficial layers of the epidermis","epithelial basement membrane"
"6866","checkpoint-4000","does this image show thrombus in leg vein with early organization?","yes","yes"
"6867","checkpoint-4000","is gastrointestinal present?","yes","yes"
"6868","checkpoint-4000","what is present?","respiratory","lymphoid nodules"
"6869","checkpoint-4000","does sle v. urinary show kidney, adult polycystic kidney?","no","no"
"6870","checkpoint-4000","where is this?","oral","oral"
"6871","checkpoint-4000","does glioma show pancreatic fat necrosis, pancreatitis/necrosis?","no","no"
"6872","checkpoint-4000","what induced discoloration?","tetracycline","yes"
"6873","checkpoint-4000","where are thalassaemia and hbd disorders common?","india","india"
"6874","checkpoint-4000","what does this biopsy from a patient with lobular hepatitis due to chronic hepatitis c show?","scattered apoptotic hepatocytes and a patchy inflammatory infiltrate","hepatitis c"
"6875","checkpoint-4000","is there cloudy appearance of adipocytes, coarse basophilic granular debris while the periphery shows a few mixed inflammatory cells?","yes","yes"
"6876","checkpoint-4000","is chronic ischemia present?","no","yes"
"6877","checkpoint-4000","is feet present?","yes","yes"
"6878","checkpoint-4000","does lower chest and abdomen anterior show close-up very good photo?","no","yes"
"6879","checkpoint-4000","does face show mucocele?","no","no"
"6880","checkpoint-4000","what is present?","liver","pancreas"
"6881","checkpoint-4000","what does this image show?","x-ray postmortinjection horizontal slice of left ventricle showing very well penetrating arteries","cerebral angiography"
"6882","checkpoint-4000","what is composed of haphazardly interconnecting trabeculae of woven bone that are rimmed by prominent osteoblasts?","osteoid osteoma","bone marrow"
"6883","checkpoint-4000","what is present?","thecoma","pancreas"
"6884","checkpoint-4000","what is present?","respiratory","heart"
"6885","checkpoint-4000","is embryo-fetus present?","no","no"
"6886","checkpoint-4000","where is this from?","gastrointestinal system","skin"
"6887","checkpoint-4000","did koilocytes and virus-infected keratinocytes contain prominent keratohyaline granules?","yes","yes"
"6888","checkpoint-4000","what is present?","gastrointestinal","pancreas"
"6889","checkpoint-4000","are the parenchymal glands atrophic and replaced by fibrous tissue?","yes","yes"
"6890","checkpoint-4000","does spleen show islands of tumor with nice new bone formation?","no","no"
"6891","checkpoint-4000","what is present?","cardiovascular","lymphoid"
"6892","checkpoint-4000","what is present?","muscle","lymphoid nodules"
"6893","checkpoint-4000","is meningioma present?","yes","yes"
"6894","checkpoint-4000","does intrauterine contraceptive device show stomach primary?","no","no"
"6895","checkpoint-4000","is previous slide from this case a simian crease suspect?","yes","yes"
"6896","checkpoint-4000","what does this image show?","hyaline membrane disease","congenital anomalies"
"6897","checkpoint-4000","is liver present?","yes","yes"
"6898","checkpoint-4000","what is moderate-power view of the plaque shown the figure stained for?","elastin (black)","collagen"
"6899","checkpoint-4000","does this image show chronic osteomyelitis?","yes","no"
"6900","checkpoint-4000","does this image show wide fetal zone 2 days old?","yes","yes"
"6901","checkpoint-4000","is this typical thecoma with yellow foci quite obvious?","yes","yes"
"6902","checkpoint-4000","what does this image show?","rabies","endometrium"
"6903","checkpoint-4000","where is this?","lung","heart"
"6904","checkpoint-4000","is pituitary present?","yes","yes"
"6905","checkpoint-4000","does cysticercosis show sle iv, ana staining, kappa, 10x?","no","yes"
