"ID","model","question","correct_answer","model_output"
"3333","checkpoint-1500","what indicate foci of hepatocytes undergoing necrosis in this pas-d-stained biopsy from a patient with acute hepatitis b?","clusters of pigmented hepatocytes with eosinophilic cytoplasm","hepatocytes"
"3334","checkpoint-1500","is bone, mandible present?","yes","no"
"3335","checkpoint-1500","what are there lined by endothelial cells and surrounded by nests and masses of glomus cells?","blood-filled vascular channels","endothelial cells"
"3336","checkpoint-1500","what does this image show?","sarcoidosis","cystic fibrosis"
"3337","checkpoint-1500","does this image show excellent great toe lesion?","yes","yes"
"3338","checkpoint-1500","is the wall of the artery highly variable?","no","yes"
"3339","checkpoint-1500","what is present?","gastrointestinal","cystic fibrosis"
"3340","checkpoint-1500","what shows close-up supernumerary digit?","no","right hand"
"3341","checkpoint-1500","what does this image show?","pancreatic fat necrosis","cysticercosis"
"3342","checkpoint-1500","what is present?","stein leventhal","cystic duct"
"3343","checkpoint-1500","is supernumerary digits present?","no","yes"
"3344","checkpoint-1500","what is present?","cardiovascular","cysticercus"
"3345","checkpoint-1500","is sickle cell disease present?","no","no"
"3346","checkpoint-1500","does meningitis acute show lung, pneumocystis pneumonia?","no","no"
"3347","checkpoint-1500","is the particle denoted for the frequency of valvular involvement?","no","yes"
"3348","checkpoint-1500","is gastrointestinal present?","yes","yes"
"3349","checkpoint-1500","is respiratory present?","yes","yes"
"3350","checkpoint-1500","is atherosclerosis present?","no","yes"
"3351","checkpoint-1500","what does this image show?","section through mediastinal structure showing tumor about aorta and pulmonary arteries","cystic fibrosis"
"3352","checkpoint-1500","is bread-loaf slices into prostate gland photographed close-up showing nodular parenchyma and dense intervening tumor tissue very good?","yes","yes"
"3353","checkpoint-1500","does this image show peripheral giant cell lesion?","yes","yes"
"3354","checkpoint-1500","is oral present?","yes","yes"
"3355","checkpoint-1500","what is whole body after autopsy with covered incision very good representation of mongoloid facies and one hand opened quite good example?","opened to show simian crease","mongolism"
"3356","checkpoint-1500","what is present?","sarcoidosis","hepatitis"
"3357","checkpoint-1500","what does this image show?","lung","cystic fibrosis"
"3358","checkpoint-1500","what is present?","female reproductive","cystic duct"
"3359","checkpoint-1500","does papillary adenoma show x-ray sella?","no","yes"
"3360","checkpoint-1500","does pituitary show child has polycystic disease?","no","no"
"3361","checkpoint-1500","what is present?","feet","cyst"
"3362","checkpoint-1500","is traumatic rupture present?","yes","yes"
"3363","checkpoint-1500","what is present?","mixed mesodermal tumor","cystic duct"
"3364","checkpoint-1500","where is this area in the body?","breast","stomach"
"3365","checkpoint-1500","is surface of nodes seen externally in slide present?","no","yes"
"3366","checkpoint-1500","do paler trabeculae consist of uncalcified osteoid?","yes","yes"
"3367","checkpoint-1500","how do colon biopsy , mycobacterium avium-intracellularae , stain?","acid","negative"
"3368","checkpoint-1500","is meningitis acute present?","no","no"
"3369","checkpoint-1500","how does this image show section through mediastinum to show tumor?","surrounding vessels","section through mediastinum to show tumor"
"3370","checkpoint-1500","what is present?","gastrointestinal","cystic fibrosis"
"3371","checkpoint-1500","is hematologic present?","yes","yes"
"3372","checkpoint-1500","what does the tumour show?","a thin capsule and underlying lobules of mature adipose cells separated by delicate fibrous septa","lymphocytic lymphadenitis"
"3373","checkpoint-1500","is bone marrow present?","yes","yes"
"3374","checkpoint-1500","does this image show cross sections showing apparently four arteries and two veins?","yes","no"
"3375","checkpoint-1500","does this image show saggital section which is a very good illustration of this lesion?","yes","no"
"3376","checkpoint-1500","is hepatobiliary present?","yes","yes"
"3377","checkpoint-1500","does this image show heart, myocardial infarction, surgery to repair interventricular septum rupture?","yes","yes"
"3378","checkpoint-1500","is heart present?","no","yes"
"3379","checkpoint-1500","what diagnosed as reticulum cell sarcoma?","granulomata","esophagus"
"3380","checkpoint-1500","what shows replacement of almost whole breast with a large circumscribed, greywhite, firm, nodular mass having slit-like, compressed cystic areas and areas of haemorrhage?","simple mastectomy specimen","breast cancer"
"3381","checkpoint-1500","is respiratory present?","yes","yes"
"3382","checkpoint-1500","is low-power view of a cross section of a skin blister showing the epidermis stain for myelin showing irregular, poorly defined areas of demyelination, which become confluent in places?","no","yes"
"3383","checkpoint-1500","what does the cyst wall show?","palisade layer of histiocytes","fibrous tissue"
"3384","checkpoint-1500","is adp surrounded by palisades of macrophages and plasma cells marginated peripherally by fibroblasts?","no","yes"
"3385","checkpoint-1500","what is disease limited to?","the mucosa","skin"
"3386","checkpoint-1500","is focal hemorrhagic infarction well shown present?","no","yes"
"3387","checkpoint-1500","is gastrointestinal present?","yes","yes"
"3388","checkpoint-1500","does this image show thrombosed esophageal varices?","yes","yes"
"3389","checkpoint-1500","where is this?","nervous","heart"
"3390","checkpoint-1500","does this image show granulomas?","yes","yes"
"3391","checkpoint-1500","does this image show normal breast?","yes","no"
"3392","checkpoint-1500","where is this area in the body?","breast","vagina"
"3393","checkpoint-1500","does this image show polyarteritis nodosa, liver arteriogram?","yes","yes"
"3394","checkpoint-1500","does myocardial infarct show pancreatic fat necrosis?","no","yes"
"3395","checkpoint-1500","what does this image show?","neural tube defect","cysticercus cysticerci of taenia solium"
"3396","checkpoint-1500","where does this belong to?","female reproductive system","heart"
"3397","checkpoint-1500","is abdomen present?","yes","yes"
"3398","checkpoint-1500","does artery show periaortic nodes with metastatic carcinoma aorta shows good atherosclerotic plaques?","no","yes"
"3399","checkpoint-1500","what is present?","liver","cysts"
"3400","checkpoint-1500","what is present?","spleen","cysticercus"
"3401","checkpoint-1500","does this image show typical with reed sternberg cell source?","yes","yes"
"3402","checkpoint-1500","does granuloma show granulomas?","no","yes"
"3403","checkpoint-1500","does this image show heart, myocardial infarction free wall, 6 days old, in a patient with diabetes mellitus and hypertension?","yes","yes"
"3404","checkpoint-1500","what is present?","endocrine","lymphoid nodules"
"3405","checkpoint-1500","what are seen microscopically?","hemorrhage and contraction bands","lymphocytes"
"3406","checkpoint-1500","what is present?","abdomen","cysticercus"
"3407","checkpoint-1500","does this image show lung, sarcoidosis?","yes","yes"
"3408","checkpoint-1500","what does inset show?","koilocytes and virus-infected keratinocytes containing prominent keratohyaline granules","inset shows:"
"3409","checkpoint-1500","where is this from?","vasculature","skin"
"3410","checkpoint-1500","is periphery grey-white with areas of haemorrhage and necrosis?","no","yes"
"3411","checkpoint-1500","does this image show thyroid, goiter?","yes","yes"
"3412","checkpoint-1500","does this image show actinic keratosis?","yes","yes"
"3413","checkpoint-1500","is the wedge-shaped infarct well-encapsulated with compression of surrounding thyroid parenchyma?","no","yes"
"3414","checkpoint-1500","what does this image show?","photo of whole body showing head laterally with no chin","fetus"
"3415","checkpoint-1500","is hepatobiliary present?","yes","yes"
"3416","checkpoint-1500","does opened muscle show?","no","no"
"3417","checkpoint-1500","where is this from?","gastrointestinal system","skin"
"3418","checkpoint-1500","what does this image show?","lung","pulmonary edema"
"3419","checkpoint-1500","does this image show gms granuloma due to pneumocystis aids case?","yes","yes"
"3420","checkpoint-1500","what is present?","gastrointestinal","cystic duct"
"3421","checkpoint-1500","what is present?","spleen","hepatitis"
"3422","checkpoint-1500","is palmar crease normal present?","yes","yes"
"3423","checkpoint-1500","what is present?","liver","lymphocytes"
"3424","checkpoint-1500","does larynx show thermal burned skin?","no","no"
"3425","checkpoint-1500","what is present?","hematologic","cystic fibrosis"
"3426","checkpoint-1500","what is present?","hepatobiliary","cysts"
"3427","checkpoint-1500","what is present?","hepatobiliary","cystic fibrosis"
"3428","checkpoint-1500","how is close-up view shown line?","fracture","1"
"3429","checkpoint-1500","is glioma present?","no","no"
"3430","checkpoint-1500","is ameloblastoma present?","yes","yes"
"3431","checkpoint-1500","is gangrene present?","yes","yes"
"3432","checkpoint-1500","what is present?","liver","cysts"
"3433","checkpoint-1500","what does this image show?","kidney","pancreatic ductular adenocarcinoma"
"3434","checkpoint-1500","what is present?","cardiovascular","fibrosis"
"3435","checkpoint-1500","is adenocarcinoma present?","yes","yes"
"3436","checkpoint-1500","do premitotic phases correspond to five numbers in the text?","no","no"
"3437","checkpoint-1500","is hematologic present?","yes","yes"
"3438","checkpoint-1500","does this image show photo of face with multiple typical lesions?","yes","yes"
"3439","checkpoint-1500","is chromophobe adenoma present?","no","yes"
"3440","checkpoint-1500","what is present?","hematologic","hepatitis"
"3441","checkpoint-1500","what is present?","female reproductive","fibrosis"
"3442","checkpoint-1500","what is present?","retroperitoneal liposarcoma","cysticercus"
"3443","checkpoint-1500","how is spleen with three accessories 32yobf left isomerism and congenital heart disease?","complex","splenomegaly"
"3444","checkpoint-1500","does this image show x-ray of femoral heads removed at autopsy good illustration?","yes","yes"
"3445","checkpoint-1500","what is present?","acute myelogenous leukemia","hairy lymphoma"
"3446","checkpoint-1500","what does this image show?","pancrease","cystic fibrosis"
"3447","checkpoint-1500","what is grey-white with areas of haemorrhage and necrosis?","a bulky expanded tumour in the region of metaphysis sparing the epiphyseal cartilage","bone marrow"
"3448","checkpoint-1500","where is this?","urinary","pancreas"
"3449","checkpoint-1500","what is present?","bone marrow","red blood cells"
"3450","checkpoint-1500","does this image show bowel in situ with diffuse thickening of peritoneal surfaces due to metastatic carcinoma breast primary i think?","yes","yes"
"3451","checkpoint-1500","where does this belong to?","endocrine system","ovary"
"3452","checkpoint-1500","what is present?","hepatobiliary","lymphocytes"
